id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,video[0].url,video[0].tag[0],gtin,product_tags[0],product_tags[1],style[0]
4239,2014 CHEVROLET CRUZE LTZ,"2014 CHEVROLET CRUZE LTZ. 145,485 miles. SILVER exterior. Contact us for details! High Life Auto - Fort Madison, IA. Call/Text Matt 309-337-1049 or Miriam 309-267-7200. | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD/MP3, Satellite, Immobilizer, Keyless Entry, Alarm, Daytime Running Lights, Dual Airbags Front Head and Side, Active Seatbelts, Passenger Airbag Sensor, Dual Rear Side Airbag, All Wheel ABS",in stock,used,3500.00 USD,https://highlifeauto.com/vehicle/4239,https://cdn.frazerphotos.com/22489/22489_000004239_z4b3hca.jpg,CHEVROLET,Vehicles & Parts > Vehicles,vehicles,,,,,,SILVER,,,,,,,https://youtu.be/dJNK6dULX0g,Test Drive,,Sedan,"145,485 miles",
4249,2018 DODGE CHARGER R/T,"2018 DODGE CHARGER R/T - 195,183 miles, BLACK exterior. Video Test Drive (The Nitty Gritty): https://youtu.be/wJuaFkvSVlU Just The Basics: 5.7L Hemi Runs and Drives Great! Cold AC, Heated Seats. Smooth Suspension. Good Brakes. Not a showroom perfect car--but it will get you where you need to go. | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD/MP3, Satellite, Sentry Key, Keyless Entry, Alarm, Daytime Running Lights, Dual Front Airbags, Side Airbags, Head Airbags, Rear Head Airbags, Active Seatbelts, All Wheel ABS",in stock,used,7500.00 USD,https://highlifeauto.com/vehicle/4249,https://cdn.frazerphotos.com/22489/22489_000004249_fgyedbo.jpg,DODGE,Vehicles & Parts > Vehicles,vehicles,,,,,,BLACK,,,,,,,https://youtu.be/wJuaFkvSVlU,Test Drive,,Sedan,"195,183 miles",
4273,2008 TOYOTA CAMRY SOLARA SE,"2008 TOYOTA CAMRY SOLARA SE - 192,093 miles, RED exterior. Video Test Drive (The Nitty Gritty): https://youtu.be/-rM9WfMEngs Just the Basics: Runs and drives good Convertible top opens and closes the way it should and doesn't leak Drives smooth-no suspension noise, good brakes Tires: 40%-50% Exhaust is a little louder. | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD/MP3, Satellite, Immobilizer, Keyless Entry, Daytime Running Lights, Dual Front Airbags, Side Airbags, Head Airbags, Rear Head Airbags, Active Seatbelts, All Wheel ABS",in stock,used,2000.00 USD,https://highlifeauto.com/vehicle/4273,https://cdn.frazerphotos.com/22489/22489_000004273_lfhp2s7.jpg,TOYOTA,Vehicles & Parts > Vehicles,vehicles,,,,,,RED,,,,,,,https://youtu.be/-rM9WfMEngs,Test Drive,,Convertible,"192,093 miles",
3759,2019 CF MOTO 600,"2019 CF MOTO 600 - 950 miles, ORANGE exterior. | Great running 4 Wheeler. | We have used it for a couple years. | Has low miles and has been maintained as we have used it. | Have used for snow plowing in the winter and weed spraying in the spring/summer and general leisure. | Will get a video test drive as soon as possible. | MUST MAKE AN APPOINTMENT to see because it may be at my house on any given day.",in stock,used,3900.00 USD,https://highlifeauto.com/vehicle/3759,https://cdn.frazerphotos.com/22489/22489_3759_3486.jpg,CF MOTO,Vehicles & Parts > Vehicles,vehicles,,,,,,ORANGE,,,,,,,,,,Mid-Size,950 miles,
4291,2020 CAN AM MAVERICK SIDE BY SIDE,"2020 CAN AM MAVERICK SIDE BY SIDE - 1,275 miles, BLACK exterior. | Great running side by side. | Brand new front end. Replaced Suspension Parts. | Fresh Oil Change. | Will get a video test drive as soon as possible. | MUST MAKE AN APPOINTMENT to see as it may be at our house on any given day. This is currently my favorite ''toy''...serious buyers only. Firm on price. No trades.",in stock,used,8000.00 USD,https://highlifeauto.com/vehicle/4291,https://cdn.frazerphotos.com/22489/22489_4291_3826.jpg,CAN AM,Vehicles & Parts > Vehicles,vehicles,,,,,,BLACK,,,,,,,,,,Mid-Size,"1,275 miles",
3979,2011 NISSAN FRONTIER S,"2011 NISSAN FRONTIER S - 141,088 miles, BLACK exterior. Video Test Drive URL: (The Nitty Gritty) https://youtu.be/M7P-RhESt6o?si=thma4xj3KitDLO_D Just the Basics: | This truck runs and drives well. Motor sounds good and it shifts the way it's supposed to. | 4x4 works. Brakes and suspension are solid. | Passenger side window likely needs a regulator. | Recent Major Maintenance & Repairs: Brand new Nissan OEM fuel pump installed. New Nissan OEM crank and cam sensors. Still seems to have a longer crank than normal (I think). Brand new battery (installed November/December last year). | Features: Tilt Wheel, Immobilizer, Keyless Entry, Dual Front Airbags, Side Airbags, Head Airbags, Rear Head Airbags, Active Seatbelts, Crew Cab, Regular Bed, All Wheel ABS",in stock,used,5000.00 USD,https://highlifeauto.com/vehicle/3979,https://cdn.frazerphotos.com/22489/22489_000003979_thg9ggy.jpg,NISSAN,Vehicles & Parts > Vehicles,vehicles,,,,,,BLACK,,,,,,,https://youtu.be/M7P-RhESt6o?si=R8EEm7bC6ZXrhv4n,Test Drive,,Pick-Up,"141,088 miles",
4310,2013 BUICK ENCORE CONVENIENCE,"2013 BUICK ENCORE CONVENIENCE - 181,028 miles, BLACK exterior. Virtual Test Drive URL (The Nitty Gritty): https://youtu.be/Dxhl4pKS-Tw Just the Basics: | AWD, fuel efficient SUV with backup cam | Drives well. Brakes good. | Tires 35%-45% all the way around | Auction said they heard some suspension noise, but I didn't hear anything. | AC blows cold, BUT blower motor is pretty loud | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD/MP3, Satellite, AM/FM CD/DVD, Sentry Key, Keyless Entry, Alarm, Daytime Running Lights, Dual Front Airbags, Side Airbags, Head Airbags, Rear Head Airbags, Active Seatbelts, All Wheel ABS",in stock,used,3000.00 USD,https://highlifeauto.com/vehicle/4310,https://cdn.frazerphotos.com/22489/22489_000004310_cn3tetf.jpg,BUICK,Vehicles & Parts > Vehicles,vehicles,,,,,,BLACK,,,,,,,https://youtu.be/Dxhl4pKS-Tw,Test Drive,,SUV,"181,028 miles",
4329,2011 JEEP WRANGLER UNLIMI SPORT,"2011 JEEP WRANGLER UNLIMI SPORT - 193,743 miles, BLACK exterior. Video Test Drive URL (The Nitty Gritty): https://youtu.be/cf7VRuvmClk Just the Basics: 6 Spd Manual transmission 193k Miles Tires about 40% all the way around. No check engine lights, but gate open light is on Aftermarket radio-no sound? AC works. Drives Good. Cruise buttons don't seem to work | Features: Air Conditioning, Power Steering, Tilt Wheel, AM/FM CD/MP3, Satellite, AM/FM CD/DVD, Passive sentry key, Dual Front Airbags, Passenger Sensor, Active Belts, All Wheel ABS, Retractable Roof Panel",in stock,used,7500.00 USD,https://highlifeauto.com/vehicle/4329,https://cdn.frazerphotos.com/22489/22489_000004329_72umrsx.jpg,JEEP,Vehicles & Parts > Vehicles,vehicles,,,,,,BLACK,,,,,,,https://youtu.be/cf7VRuvmClk,Test Drive,,SUV,"193,743 miles",
4282,2011 CHEVROLET SILVERADO 1500 LT,"2011 CHEVROLET SILVERADO 1500 LT - 227,795 miles, GRAY exterior. Virtual Test Drive URL (The Nitty Gritty): https://youtu.be/cFActwcPORs Just the Basics: | Nice looking, lifted Chevy with normal Chevy cosmetic stuff | Newer transmission-175K miles | Drives good. Accelerates well. Stops solid. | Tires-Matching @ Least 75% tread | Obvious rear end damage-Tailgate doesn't open | ABS/Trac Light Needs a little bit of ''button love''-climate control, windows 4x4 seems to work, but service 4x4 light is on | Louder exhaust, rusty underneath | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD/MP3, Satellite, Active keyless entry, Daytime Running Lights, Dual Airbags Front Head and Side, Active Seatbelts, Passenger Airbag Sensor, Crew Cab, Short Bed, All Wheel ABS, 1/2 Ton",in stock,used,4500.00 USD,https://highlifeauto.com/vehicle/4282,https://cdn.frazerphotos.com/22489/22489_000004282_sm23x30.jpg,CHEVROLET,Vehicles & Parts > Vehicles,vehicles,,,,,,GRAY,,,,,,,https://youtu.be/cFActwcPORs,Test Drive,,Pick-Up,"227,795 miles",
4252,2018 DODGE CHARGER R/T 392,"2018 DODGE CHARGER R/T 392. 573 miles. RED exterior. Contact us for details! High Life Auto - Fort Madison, IA. Call/Text Matt 309-337-1049 or Miriam 309-267-7200. | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD/MP3, Satellite, Sentry Key, Keyless Entry, Alarm, Daytime Running Lights, Dual Front Airbags, Side Airbags, Head Airbags, Rear Head Airbags, Active Seatbelts, All Wheel ABS",in stock,used,22950.00 USD,https://highlifeauto.com/vehicle/4252,https://cdn.frazerphotos.com/22489/22489_000004252_3n67mgp.jpg,DODGE,Vehicles & Parts > Vehicles,vehicles,,,,,,RED,,,,,,,,,,Sedan,573 miles,
4160,2020 CHRYSLER PACIFICA TOURING L,"2020 CHRYSLER PACIFICA TOURING L. 206,000 miles. GRAY exterior. Contact us for details! High Life Auto - Fort Madison, IA. Call/Text Matt 309-337-1049 or Miriam 309-267-7200. | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD/MP3, Satellite, Sentry Key, Keyless Entry, Alarm, Daytime Running Lights, Dual Front Airbags, Side Airbags, Head Airbags, Rear Head Airbags, Active Seatbelts, All Wheel ABS",in stock,used,13500.00 USD,https://highlifeauto.com/vehicle/4160,https://cdn.frazerphotos.com/22489/22489_000004160_nom3r2g.jpg,CHRYSLER,Vehicles & Parts > Vehicles,vehicles,,,,,,GRAY,,,,,,,https://youtu.be/ioeQF6_2XbU,Test Drive,,Van,"206,000 miles",
4341,2002 CHEVROLET SUBURBAN 1500,"2002 CHEVROLET SUBURBAN 1500 - 229,066 miles, TAN exterior. Virtual Test Drive URL: https://youtu.be/p49SH88ej9s Just the Basics: | Body is in fairly good condition for it's age, but it IS redneck-ified | Tires about 40% | 3rd row, Leather, 4x4, Captains seats, Sunroof | 229k miles | 5.3 Motor sounds good and drives smoothly up through first gear. | Suspension and brakes seem solid. | CEL-P502 and O2 sensors-Selling cheap until I get it fixed. I will be attempting to get it looked at as soon as I can, because I DON'T think it's a bad transmission. | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD, Daytime Running Lights, Dual Air Bags Front and Sides, Active Belts, All Wheel ABS",in stock,used,999.00 USD,https://highlifeauto.com/vehicle/4341,https://cdn.frazerphotos.com/22489/22489_000004341_g3j1owg.jpg,CHEVROLET,Vehicles & Parts > Vehicles,vehicles,,,,,,TAN,,,,,,,https://youtu.be/p49SH88ej9s?si=LIuJjxVI_K8III2q,Test Drive,,SUV,"229,066 miles",
4339,1994 CADILLAC SEVILLE STS,"1994 CADILLAC SEVILLE STS - 129,467 miles, GREEN exterior. Video Test Drive (The Nitty Gritty): https://youtu.be/u7LgzbUijWI Just the Basics: | Great acceleration! Drives, smooth. Brakes feel very good! | Tires are about 55% all the way around | Per AC, in 2001, odometer may not be accurate (according to auction) | Cosmetic flaws | Heat/AC? I don't know how to make it work #millenialproblems | Not the prettiest, but it seems to get the job done | We just replaced the coolant temp sensor (which is way down in the bottom of the motor) | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM Cassette, AM/FM CD, Pass Key Security, Dual Front Air Bag, Active Belts, All Wheel ABS",in stock,used,1100.00 USD,https://highlifeauto.com/vehicle/4339,https://cdn.frazerphotos.com/22489/22489_000004339_rcgaefc.jpg,CADILLAC,Vehicles & Parts > Vehicles,vehicles,,,,,,GREEN,,,,,,,https://youtu.be/u7LgzbUijWI,Test Drive,,Sedan,"129,467 miles",
4350,2008 PONTIAC TORRENT AWD,"2008 PONTIAC TORRENT AWD - 188,534 miles, WHITE exterior. Virtual Test Drive URL ( The Nitty Gritty): https://youtu.be/ENTP_qYs_AA?si=hK43QDfSWOKMfb77 Just the Basics: | Tires are about 40% | Heat, AC, Heated Seats, current oil change | Pretty decent little vehicle. Drives well. Good brakes. | Cosmetically a little rough | LF window inop | Check engine light (evap code) and ABS light (probably indicates a speed sensor/wheel bearing issue) | A little bit of an antifreeze smell when heat is on....common issue on Equinox/Torrents. I am hoping to blow out cooling system when I get a chance. Check with me on status. | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD/MP3, Satellite, AM/FM CD/DVD, Keyless Entry, Alarm, Daytime Running Lights, Dual Front Airbags, Passenger Sensor, Active Belts, All Wheel ABS",in stock,used,2000.00 USD,https://highlifeauto.com/vehicle/4350,https://cdn.frazerphotos.com/22489/22489_000004350_s9zwfac.jpg,PONTIAC,Vehicles & Parts > Vehicles,vehicles,,,,,,WHITE,,,,,,,https://youtu.be/ENTP_qYs_AA,Test Drive,,SUV,"188,534 miles",
4348,2012 FORD F150 SUPERCREW,"2012 FORD F150 SUPERCREW - 190,887 miles, SILVER exterior. Virtual Test Drive URL (The Nitty Gritty): https://youtu.be/Oui-386JdSM?si=URyHdQfYSqTqgflK Just the Basics: | Tires about 50% | Pretty decent looking truck for a Ford--still has some cosmetic flaws, but overall better than most | AC, Heat, 4x4 | Truck drives well and shifts through the gears like it should. | Has good power and is smooth. | Check engine light P012 is the only one that returned after test drive so far. | The auction said a ''misfire on startup'' for cylinder 2, an ''O2 sensor code'', ''tire vibration at highway speeds'' and ''possible cam phaser noise,'' though they didn't hear any cam noises--Take all that as you will, from driving it, didn't seem like much to me, but passing along the info. :) | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM, AM/FM CD/MP3, Satellite, Sentry Key, Keyless Entry, Alarm, Dual Front Airbags, Side Airbags, Head Airbags, Rear Head Airbags, Active Seatbelts, Crew Cab, Regular Bed, All Wheel ABS, 1/2 Ton",in stock,used,4700.00 USD,https://highlifeauto.com/vehicle/4348,https://cdn.frazerphotos.com/22489/22489_000004348_eu4cpfe.jpg,FORD,Vehicles & Parts > Vehicles,vehicles,,,,,,SILVER,,,,,,,https://youtu.be/Oui-386JdSM,Test Drive,,Truck,"190,887 miles",
4353,2010 FORD EXPEDITION EL LIMITED,"2010 FORD EXPEDITION EL LIMITED - 220,782 miles, BLACK exterior. Virtual Test Drive (The Nitty Gritty): https://youtu.be/i-5WEVJfn90 Just the Basics: | This vehicle drives PHENOMENAL! I have personally driven this one around quite a bit since we got it hauling around my monsters. | Limited, EL Sunroof, DVD player, Automatic Rear Hatch/Rear Seats, 4x4, etc! | Heat, AC, Heated and Cooled Seats | Lays completely flat for storage! | Has an exhaust leak that sounds like manifold location | Has a backup camera, but doesn't show the feed (?) | We installed a couple new pulleys and a serpentine belt | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD/MP3, AM/FM CD/DVD, Satellite, Immobilizer, Keyless Entry, Alarm, Dual Front Airbags, Side Airbags, Head Airbags, Rear Head Airbags, Active Seatbelts, All Wheel ABS",in stock,used,3500.00 USD,https://highlifeauto.com/vehicle/4353,https://cdn.frazerphotos.com/22489/22489_000004353_gi9gjp2.jpg,FORD,Vehicles & Parts > Vehicles,vehicles,,,,,,BLACK,,,,,,,https://youtu.be/i-5WEVJfn90,Test Drive,,SUV,"220,782 miles",
4351,2008 MITSUBISHI GALANT ES,"2008 MITSUBISHI GALANT ES - 250,429 miles, GRAY exterior. Virtual Test Drive URL (The Nitty Gritty): https://youtu.be/Rx6xdLwyhU8?si=trMjMaGPkvYYdjiu Just the Basics: | Tires about 50% all the way around | No check engine lights! | Current oil change. | Heat works well. | Tire pressure sensor light. | Drives very well. Smooth and straight. Good brakes. Tight suspension. | Auction said ''engine tick''-listen to video | Auction said ''frame rust''. All I see is rusty rockers and a stretched tow point-see video. | LR window inop | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD/MP3, Satellite, Immobilizer, Keyless Entry, Dual Front Airbags, Side Airbags, Head Airbags, Rear Head Airbags, Active Seatbelts, All Wheel ABS",in stock,used,1800.00 USD,https://highlifeauto.com/vehicle/4351,https://cdn.frazerphotos.com/22489/22489_000004351_9pzqf4v.jpg,MITSUBISHI,Vehicles & Parts > Vehicles,vehicles,,,,,,GRAY,,,,,,,https://youtu.be/Rx6xdLwyhU8,Test Drive,,Sedan,"250,429 miles",
4347,2007 FORD F150 XLT,"2007 FORD F150 XLT - 187,577 miles, BLACK exterior. Virtual Test Drive URL (The Nitty Gritty): https://youtu.be/6B7RzV6WY0I?si=v6b4qcuVgV2KASQN Just the Basics: | Tires about 35% | Truck, runs, drives and shifts well! | Heat and AC both work. 4x4. Brakes and suspension seem solid. | Radio inop-may not be fully plugged in. It looks like someone put factory system back in to trade it, but maybe didn't care to hook it up? | Check engine light-P420 (evap code), P0193 (fuel rail pressure circuit high) | Auction said ''rusty frame''--take a look at this. Definitely will need attention although it drives straight and true-not like it looks. | Great get around truck! Will take some love, but should go for a long time after that. | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD/MP3, AM/FM CD/DVD, Satellite, Immobilizer, Keyless Entry, Dual Front Air Bag, Active Belts, Extended Cab, Regular Bed, All Wheel ABS, 1/2 Ton",in stock,used,1800.00 USD,https://highlifeauto.com/vehicle/4347,https://cdn.frazerphotos.com/22489/22489_000004347_iq6kqa6.jpg,FORD,Vehicles & Parts > Vehicles,vehicles,,,,,,BLACK,,,,,,,https://youtu.be/6B7RzV6WY0I?si=WFIR3qMZsuLRBY1W,Test Drive,,Truck,"187,577 miles",
4208,2010 FORD F150 SUPERCREW,"2010 FORD F150 SUPERCREW - 107,835 miles, RED exterior. Video Test Drive (The Nitty Gritty): https://youtu.be/CyQg3OJstr4 Just The Basics: Good Tires Runs and Drives Well. Good Suspension. Good Brakes. Brand new tube and dipstick INSTALLED. Fresh oil change. Power Steering A Little Tight-I'm assuming the rack or pump is getting worn AC Doesn't blow cold Odometer TMU (True Miles Unknown) according to auction (Likely 200K according to CarFax) | Features: Air Conditioning, Power Steering, Tilt Wheel, AM/FM, AM/FM CD/MP3, Satellite, Immobilizer, Keyless Entry, Dual Front Airbags, Side Airbags, Head Airbags, Rear Head Airbags, Active Seatbelts, Crew Cab, Regular Bed, All Wheel ABS, 1/2 Ton",in stock,used,3750.00 USD,https://highlifeauto.com/vehicle/4208,https://cdn.frazerphotos.com/22489/22489_000004208_eiohg83.jpg,FORD,Vehicles & Parts > Vehicles,vehicles,,,,,,RED,,,,,,,https://youtu.be/CyQg3OJstr4?si=A4cOzKZXL-wkWm3-,Test Drive,,Pick-Up,"107,835 miles",
